"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","2061","AUXILIARY FIELD & FACILITY","N","1,939,584","1,939,584","1,939,584","26","26","26","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3005","MAN WEST BORO OFFICE ADMIN","N","5,605,444","5,305,444","5,307,690","65","69","69","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3005","MAN WEST BORO OFFICE ADMIN","N","5,605,444","5,305,444","5,307,690","65","69","69","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3015","MAN WEST DIST # 1","N","4,628,075","4,563,075","4,563,075","60","63","63","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3015","MAN WEST DIST # 1","N","4,628,075","4,563,075","4,563,075","60","63","63","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3025","MAN WEST DIST # 2","N","6,075,253","6,075,253","6,075,253","82","91","91","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3025","MAN WEST DIST # 2","N","6,075,253","6,075,253","6,075,253","82","91","91","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3037","MAN EAST DIST # 3","N","7,910,073","7,910,073","7,910,073","107","110","110","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3037","MAN EAST DIST # 3","N","7,910,073","7,910,073","7,910,073","107","110","110","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3045","MAN WEST DIST # 4","N","6,368,075","6,368,075","6,368,075","91","103","103","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3045","MAN WEST DIST # 4","N","6,368,075","6,368,075","6,368,075","91","103","103","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3057","MAN EAST DIST # 5","N","4,716,498","4,716,498","4,716,498","67","78","78","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3057","MAN EAST DIST # 5","N","4,716,498","4,716,498","4,716,498","67","78","78","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3067","MAN EAST DIST # 6","N","8,612,162","8,612,162","8,612,162","119","119","119","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3067","MAN EAST DIST # 6","N","8,612,162","8,612,162","8,612,162","119","119","119","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3075","MAN WEST DIST # 7","N","10,166,119","10,166,119","10,166,119","141","141","141","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3075","MAN WEST DIST # 7","N","10,166,119","10,166,119","10,166,119","141","141","141","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3087","MAN EAST DIST # 8","N","10,977,784","10,977,784","10,977,784","141","141","141","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3087","MAN EAST DIST # 8","N","10,977,784","10,977,784","10,977,784","141","141","141","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3095","MAN WEST DIST # 9","N","4,550,697","4,550,697","4,550,697","57","75","75","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3095","MAN WEST DIST # 9","N","4,550,697","4,550,697","4,550,697","57","75","75","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3107","MAN EAST DIST # 10","N","5,585,065","5,585,065","5,585,065","73","90","90","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3107","MAN EAST DIST # 10","N","5,585,065","5,585,065","5,585,065","73","90","90","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3117","MAN EAST DIST # 11","N","5,052,214","5,052,214","5,052,214","65","65","65","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3117","MAN EAST DIST # 11","N","5,052,214","5,052,214","5,052,214","65","65","65","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3125","MAN WEST DIST # 12","N","9,303,264","9,303,264","9,303,264","120","120","120","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3125","MAN WEST DIST # 12","N","9,303,264","9,303,264","9,303,264","120","120","120","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3995","MAN WEST MECHANICAL BROOMS","N","2,792,480","2,792,480","2,792,480","41","45","45","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3995","MAN WEST MECHANICAL BROOMS","N","2,792,480","2,792,480","2,792,480","41","45","45","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3997","MAN EAST MECHANICAL BROOMS","N","3,132,744","3,132,744","3,132,744","48","66","66","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","3997","MAN EAST MECHANICAL BROOMS","N","3,132,744","3,132,744","3,132,744","48","66","66","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4007","BRONX EAST BORO OFFICE ADMIN","N","7,366,337","7,166,337","7,169,113","90","102","102","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4007","BRONX EAST BORO OFFICE ADMIN","N","7,366,337","7,166,337","7,169,113","90","102","102","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4015","BRONX WEST DIST # 1","N","4,062,484","4,062,484","4,062,484","60","64","64","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4015","BRONX WEST DIST # 1","N","4,062,484","4,062,484","4,062,484","60","64","64","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4025","BRONX WEST DIST # 2","N","4,046,954","4,046,954","4,046,954","52","62","62","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4025","BRONX WEST DIST # 2","N","4,046,954","4,046,954","4,046,954","52","62","62","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4035","BRONX WEST DIST # 3","N","2,168,926","2,168,926","2,168,926","30","44","44","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4035","BRONX WEST DIST # 3","N","2,168,926","2,168,926","2,168,926","30","44","44","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4045","BRONX WEST DIST # 4","N","5,308,555","5,308,555","5,308,555","72","78","78","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4045","BRONX WEST DIST # 4","N","5,308,555","5,308,555","5,308,555","72","78","78","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4055","BRONX WEST DIST # 5","N","5,218,777","5,218,777","5,218,777","71","77","77","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4055","BRONX WEST DIST # 5","N","5,218,777","5,218,777","5,218,777","71","77","77","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4067","BRONX EAST DIST # 6","N","4,959,177","4,959,177","4,959,177","71","71","71","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4067","BRONX EAST DIST # 6","N","4,959,177","4,959,177","4,959,177","71","71","71","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4075","BRONX WEST DIST # 7","N","5,365,319","5,365,319","5,365,319","73","73","73","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4075","BRONX WEST DIST # 7","N","5,365,319","5,365,319","5,365,319","73","73","73","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4085","BRONX WEST DIST # 8","N","5,671,146","5,671,146","5,671,146","70","74","74","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4085","BRONX WEST DIST # 8","N","5,671,146","5,671,146","5,671,146","70","74","74","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4097","BRONX EAST DIST # 9","N","5,422,975","5,422,975","5,422,975","70","82","82","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4097","BRONX EAST DIST # 9","N","5,422,975","5,422,975","5,422,975","70","82","82","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4107","BRONX EAST DIST # 10","N","6,438,680","6,438,680","6,438,680","80","89","89","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4107","BRONX EAST DIST # 10","N","6,438,680","6,438,680","6,438,680","80","89","89","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4117","BRONX EAST DIST # 11","N","6,213,566","6,213,566","6,213,566","79","79","79","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4117","BRONX EAST DIST # 11","N","6,213,566","6,213,566","6,213,566","79","79","79","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4127","BRONX EAST DIST # 12","N","7,446,919","7,446,919","7,446,919","100","106","106","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4127","BRONX EAST DIST # 12","N","7,446,919","7,446,919","7,446,919","100","106","106","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4995","BRONX WEST MECHANICAL BROOMS","N","3,395,042","3,395,042","3,395,042","48","53","53","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","4995","BRONX WEST MECHANICAL BROOMS","N","3,395,042","3,395,042","3,395,042","48","53","53","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5005","BKLYN WEST BORO OFFICE ADMIN","N","8,226,740","8,226,740","8,228,836","84","93","93","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5005","BKLYN WEST BORO OFFICE ADMIN","N","8,226,740","8,226,740","8,228,836","84","93","93","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5008","BKLYN NORTH BORO OFFICE ADMIN","N","4,410,766","4,410,766","4,412,828","46","63","63","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5008","BKLYN NORTH BORO OFFICE ADMIN","N","4,410,766","4,410,766","4,412,828","46","63","63","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5018","BKLYN NORTH DIST #1","N","9,994,411","9,994,411","9,994,411","133","160","160","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5018","BKLYN NORTH DIST #1","N","9,994,411","9,994,411","9,994,411","133","160","160","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5028","BKLYN NORTH DIST #2","N","6,510,397","6,510,397","6,510,397","87","95","95","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5028","BKLYN NORTH DIST #2","N","6,510,397","6,510,397","6,510,397","87","95","95","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5038","BKLYN NORTH DIST #3","N","8,249,346","8,249,346","8,249,346","115","120","120","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5038","BKLYN NORTH DIST #3","N","8,249,346","8,249,346","8,249,346","115","120","120","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5048","BKLYN NORTH DIST #4","N","7,631,529","7,631,529","7,631,529","99","102","102","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5048","BKLYN NORTH DIST #4","N","7,631,529","7,631,529","7,631,529","99","102","102","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5058","BKLYN NORTH DIST #5","N","8,070,874","8,070,874","8,070,874","109","110","110","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5058","BKLYN NORTH DIST #5","N","8,070,874","8,070,874","8,070,874","109","110","110","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5065","BKLYN WEST DIST # 6","N","7,398,426","7,398,426","7,398,426","93","93","93","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5065","BKLYN WEST DIST # 6","N","7,398,426","7,398,426","7,398,426","93","93","93","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5075","BKLYN WEST DIST # 7","N","9,515,467","9,515,467","9,515,467","107","107","107","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5075","BKLYN WEST DIST # 7","N","9,515,467","9,515,467","9,515,467","107","107","107","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5088","BKLYN NORTH DIST #8","N","7,365,865","7,365,865","7,365,865","94","92","92","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5088","BKLYN NORTH DIST #8","N","7,365,865","7,365,865","7,365,865","94","92","92","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5097","BKLYN EAST DIST #9","N","6,179,779","6,179,779","6,179,779","81","93","93","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5097","BKLYN EAST DIST #9","N","6,179,779","6,179,779","6,179,779","81","93","93","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5105","BKLYN WEST DIST # 10","N","11,718,553","11,718,553","11,718,553","112","112","112","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5105","BKLYN WEST DIST # 10","N","11,718,553","11,718,553","11,718,553","112","112","112","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5115","BKLYN WEST DIST 11","N","11,066,088","11,066,088","11,066,088","143","162","162","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5115","BKLYN WEST DIST 11","N","11,066,088","11,066,088","11,066,088","143","162","162","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5125","BKLYN WEST DIST 12","N","10,801,661","10,801,661","10,801,661","141","152","152","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5125","BKLYN WEST DIST 12","N","10,801,661","10,801,661","10,801,661","141","152","152","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5137","BKLYN EAST DIST #13","N","6,518,477","6,518,477","6,518,477","82","82","82","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5137","BKLYN EAST DIST #13","N","6,518,477","6,518,477","6,518,477","82","82","82","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5147","BKLYN EAST DIST #14","N","8,410,325","8,410,325","8,410,325","113","113","113","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5147","BKLYN EAST DIST #14","N","8,410,325","8,410,325","8,410,325","113","113","113","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5157","BKLYN EAST DIST #15","N","10,900,379","10,900,379","10,900,379","143","157","157","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5157","BKLYN EAST DIST #15","N","10,900,379","10,900,379","10,900,379","143","157","157","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5167","BKLYN EAST DIST #16","N","6,487,226","6,487,226","6,487,226","83","83","83","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5167","BKLYN EAST DIST #16","N","6,487,226","6,487,226","6,487,226","83","83","83","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5177","BKLYN EAST DIST #17","N","8,702,449","8,702,449","8,702,449","120","140","140","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5177","BKLYN EAST DIST #17","N","8,702,449","8,702,449","8,702,449","120","140","140","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5187","BKLYN EAST DIST #18","N","11,561,319","11,561,319","11,561,319","160","184","184","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","5187","BKLYN EAST DIST #18","N","11,561,319","11,561,319","11,561,319","160","184","184","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6005","QUEENS WEST BORO OFFICE ADMIN","N","6,430,226","6,230,226","6,232,358","76","74","74","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6005","QUEENS WEST BORO OFFICE ADMIN","N","6,430,226","6,230,226","6,232,358","76","74","74","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6008","QUEENS NORTH BORO OFFICE ADMIN","N","9,764,771","9,664,771","9,666,906","112","123","123","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6008","QUEENS NORTH BORO OFFICE ADMIN","N","9,764,771","9,664,771","9,666,906","112","123","123","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6009","QUEENS SOUTH BORO OFFICE ADMIN","N","1,213,383","1,213,383","1,213,383","18","18","18","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6009","QUEENS SOUTH BORO OFFICE ADMIN","N","1,213,383","1,213,383","1,213,383","18","18","18","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6015","QUEENS WEST DIST #1","N","10,608,428","10,608,428","10,608,428","132","137","137","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6015","QUEENS WEST DIST #1","N","10,608,428","10,608,428","10,608,428","132","137","137","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6025","QUEENS WEST DIST #2","N","6,754,928","6,754,928","6,754,928","95","95","95","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6025","QUEENS WEST DIST #2","N","6,754,928","6,754,928","6,754,928","95","95","95","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6035","QUEENS WEST DIST #3","N","7,191,194","7,191,194","7,191,194","99","99","99","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6035","QUEENS WEST DIST #3","N","7,191,194","7,191,194","7,191,194","99","99","99","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6045","QUEENS WEST DIST #4","N","6,636,223","6,636,223","6,636,223","87","87","87","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6045","QUEENS WEST DIST #4","N","6,636,223","6,636,223","6,636,223","87","87","87","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6055","QUEENS WEST DIST #5","N","12,854,952","12,854,952","12,854,952","149","149","149","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6055","QUEENS WEST DIST #5","N","12,854,952","12,854,952","12,854,952","149","149","149","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6065","QUEENS WEST DIST #6","N","6,143,514","6,143,514","6,143,514","81","81","81","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6065","QUEENS WEST DIST #6","N","6,143,514","6,143,514","6,143,514","81","81","81","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6078","QUEENS NORTH DIST # 7","N","13,991,947","13,991,947","13,991,947","166","166","166","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6078","QUEENS NORTH DIST # 7","N","13,991,947","13,991,947","13,991,947","166","166","166","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6088","QUEENS NORTH DIST # 8","N","10,205,706","10,205,706","10,205,706","140","140","140","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6088","QUEENS NORTH DIST # 8","N","10,205,706","10,205,706","10,205,706","140","140","140","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6095","QUEENS WEST DIST #9","N","8,954,596","8,954,596","8,954,596","110","110","110","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6095","QUEENS WEST DIST #9","N","8,954,596","8,954,596","8,954,596","110","110","110","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6109","QUEENS SOUTH DIST #10","N","9,141,941","9,141,941","9,141,941","117","117","117","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6109","QUEENS SOUTH DIST #10","N","9,141,941","9,141,941","9,141,941","117","117","117","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6118","QUEENS NORTH DIST # 11","N","10,455,036","10,455,036","10,455,036","137","137","137","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6118","QUEENS NORTH DIST # 11","N","10,455,036","10,455,036","10,455,036","137","137","137","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6129","QUEENS SOUTH DIST #12","N","13,199,218","13,199,218","13,199,218","179","179","179","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6129","QUEENS SOUTH DIST #12","N","13,199,218","13,199,218","13,199,218","179","179","179","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6139","QUEENS SOUTH DIST #13","N","14,021,955","14,021,955","14,021,955","193","193","193","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6139","QUEENS SOUTH DIST #13","N","14,021,955","14,021,955","14,021,955","193","193","193","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6149","QUEENS SOUTH DISTRICT #14","N","7,741,596","7,741,596","7,741,596","105","105","105","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","6149","QUEENS SOUTH DISTRICT #14","N","7,741,596","7,741,596","7,741,596","105","105","105","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8001","STATEN ISLAD BORO OFFICE ADMIN","N","3,320,355","3,120,355","3,123,284","34","31","31","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8001","STATEN ISLAD BORO OFFICE ADMIN","N","3,320,355","3,120,355","3,123,284","34","31","31","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8011","STATEN ISLAND DIST # 1","N","16,110,554","16,110,554","16,110,554","180","180","180","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8011","STATEN ISLAND DIST # 1","N","16,110,554","16,110,554","16,110,554","180","180","180","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8021","STATEN ISLAND DIST #2","N","13,233,402","13,233,402","13,233,402","166","166","166","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8021","STATEN ISLAND DIST #2","N","13,233,402","13,233,402","13,233,402","166","166","166","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8031","STATEN ISLAND DIST #3","N","15,012,699","15,012,699","15,012,699","183","183","183","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION","8031","STATEN ISLAND DIST #3","N","15,012,699","15,012,699","15,012,699","183","183","183","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION",,,"Y","101,183,214","102,573,246","118,884,181","244","0","89","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION",,,"N","4,446,598","4,446,598","6,625,935","69","69","69","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION",,,"N","4,446,598","4,446,598","6,625,935","69","69","69","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","102","CLEANING & COLLECTION",,,"Y","101,183,214","102,573,246","139,878,038","244","0","6","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1006","WASTE DISPOSAL ADMINISTRATION","N","5,039,527","5,439,527","5,460,765","29","27","27","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1006","WASTE DISPOSAL ADMINISTRATION","N","5,039,527","5,439,527","5,460,765","29","27","27","0","0","0"
"20260512","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1007","MTS DIV","N","20,425,170","19,827,024","20,150,995","269","234","234","0","0","0"
"20260217","2027","827","DEPARTMENT OF SANITATION","103","WASTE DISPOSAL","1007","MTS DIV","N","20,425,170","19,827,024","20,150,995","269","234","234","0","0","0"
